,season,round,position,constructorId,points,wins
0,1958,1,1,cooper,8.0,1
1,1958,1,2,ferrari,6.0,0
2,1958,1,3,maserati,3.0,0
3,1958,2,1,cooper,16.0,2
4,1958,2,2,ferrari,12.0,0
5,1958,2,3,maserati,3.0,0
6,1958,2,4,brm,2.0,0
7,1958,2,5,team_lotus,0.0,0
8,1958,2,6,vanwall,0.0,0
9,1958,2,7,connaught,0.0,0
10,1958,2,8,osca,0.0,0
11,1958,3,1,cooper,19.0,2
12,1958,3,2,ferrari,14.0,0
13,1958,3,3,vanwall,8.0,1
14,1958,3,4,brm,8.0,0
15,1958,3,5,maserati,3.0,0
16,1958,3,6,team_lotus,0.0,0
17,1958,3,7,porsche,0.0,0
18,1958,3,8,connaught,0.0,0
19,1958,3,9,osca,0.0,0
20,1958,4,1,cooper,19.0,2
21,1958,4,2,ferrari,14.0,0
22,1958,4,3,vanwall,8.0,1
23,1958,4,4,brm,8.0,0
24,1958,4,5,maserati,3.0,0
25,1958,4,6,team_lotus,0.0,0
26,1958,4,7,porsche,0.0,0
27,1958,4,8,connaught,0.0,0
28,1958,4,9,osca,0.0,0
29,1958,5,1,ferrari,20.0,0
30,1958,5,2,cooper,19.0,2
31,1958,5,3,vanwall,16.0,2
32,1958,5,4,brm,10.0,0
33,1958,5,5,maserati,3.0,0
34,1958,5,6,team_lotus,3.0,0
35,1958,5,7,porsche,0.0,0
36,1958,5,8,connaught,0.0,0
37,1958,5,9,osca,0.0,0
38,1958,6,1,ferrari,28.0,1
39,1958,6,2,vanwall,22.0,2
40,1958,6,3,cooper,19.0,2
41,1958,6,4,brm,10.0,0
42,1958,6,5,maserati,6.0,0
43,1958,6,6,team_lotus,3.0,0
44,1958,6,7,porsche,0.0,0
45,1958,6,8,connaught,0.0,0
46,1958,6,9,osca,0.0,0
47,1958,7,1,ferrari,36.0,2
48,1958,7,2,vanwall,25.0,2
49,1958,7,3,cooper,23.0,2
50,1958,7,4,brm,12.0,0
51,1958,7,5,maserati,6.0,0
52,1958,7,6,team_lotus,3.0,0
53,1958,7,7,porsche,0.0,0
54,1958,7,8,connaught,0.0,0
55,1958,7,9,osca,0.0,0
56,1958,8,1,ferrari,37.0,2
57,1958,8,2,vanwall,33.0,3
58,1958,8,3,cooper,29.0,2
59,1958,8,4,brm,12.0,0
60,1958,8,5,maserati,6.0,0
61,1958,8,6,team_lotus,3.0,0
62,1958,8,7,porsche,0.0,0
63,1958,8,8,connaught,0.0,0
64,1958,8,9,osca,0.0,0
65,1958,9,1,vanwall,41.0,4
66,1958,9,2,ferrari,40.0,2
67,1958,9,3,cooper,29.0,2
68,1958,9,4,brm,15.0,0
69,1958,9,5,maserati,6.0,0
70,1958,9,6,team_lotus,3.0,0
71,1958,9,7,porsche,0.0,0
72,1958,9,8,connaught,0.0,0
73,1958,9,9,osca,0.0,0
74,1958,10,1,vanwall,46.0,5
75,1958,10,2,ferrari,40.0,2
76,1958,10,3,cooper,31.0,2
77,1958,10,4,brm,15.0,0
78,1958,10,5,maserati,6.0,0
79,1958,10,6,team_lotus,3.0,0
80,1958,10,7,porsche,0.0,0
81,1958,10,8,connaught,0.0,0
82,1958,10,9,osca,0.0,0
83,1958,11,1,vanwall,48.0,6
84,1958,11,2,ferrari,40.0,2
85,1958,11,3,cooper,31.0,2
86,1958,11,4,brm,18.0,0
87,1958,11,5,maserati,6.0,0
88,1958,11,6,team_lotus,3.0,0
89,1958,11,7,porsche,0.0,0
90,1958,11,8,connaught,0.0,0
91,1958,11,9,osca,0.0,0
92,1959,1,1,cooper-climax,8.0,1
93,1959,1,2,ferrari,6.0,0
94,1959,1,3,cooper-maserati,0.0,0
95,1959,1,4,brm,0.0,0
96,1959,1,5,team_lotus,0.0,0
97,1959,1,6,porsche,0.0,0
98,1959,1,7,maserati,0.0,0
99,1959,2,1,cooper-climax,8.0,1
100,1959,2,2,ferrari,6.0,0
101,1959,2,3,cooper-maserati,0.0,0
102,1959,2,4,brm,0.0,0
103,1959,2,5,team_lotus,0.0,0
104,1959,2,6,porsche,0.0,0
105,1959,2,7,maserati,0.0,0
106,1959,3,1,cooper-climax,14.0,1
107,1959,3,2,brm,8.0,1
108,1959,3,3,ferrari,8.0,0
109,1959,3,4,team_lotus,3.0,0
110,1959,3,5,cooper-maserati,0.0,0
111,1959,3,6,porsche,0.0,0
112,1959,3,7,aston_martin,0.0,0
113,1959,3,8,maserati,0.0,0
114,1959,4,1,cooper-climax,18.0,1
115,1959,4,2,ferrari,16.0,1
116,1959,4,3,brm,8.0,1
117,1959,4,4,team_lotus,3.0,0
118,1959,4,5,cooper-maserati,0.0,0
119,1959,4,6,maserati,0.0,0
120,1959,4,7,porsche,0.0,0
121,1959,4,8,aston_martin,0.0,0
122,1959,5,1,cooper-climax,26.0,2
123,1959,5,2,ferrari,16.0,1
124,1959,5,3,brm,14.0,1
125,1959,5,4,team_lotus,3.0,0
126,1959,5,5,aston_martin,0.0,0
127,1959,5,6,cooper-maserati,0.0,0
128,1959,5,7,maserati,0.0,0
129,1959,5,8,cooper-borgward,0.0,0
130,1959,5,9,porsche,0.0,0
131,1959,5,10,jbw,0.0,0
132,1959,5,11,vanwall,0.0,0
133,1959,5,12,fry,0.0,0
134,1959,6,1,cooper-climax,29.0,2
135,1959,6,2,ferrari,24.0,2
136,1959,6,3,brm,16.0,1
137,1959,6,4,team_lotus,3.0,0
138,1959,6,5,cooper-maserati,0.0,0
139,1959,6,6,aston_martin,0.0,0
140,1959,6,7,maserati,0.0,0
141,1959,6,8,cooper-borgward,0.0,0
142,1959,6,9,porsche,0.0,0
143,1959,6,10,jbw,0.0,0
144,1959,6,11,vanwall,0.0,0
145,1959,6,12,fry,0.0,0
146,1959,7,1,cooper-climax,34.0,3
147,1959,7,2,ferrari,28.0,2
148,1959,7,3,brm,18.0,1
149,1959,7,4,team_lotus,3.0,0
150,1959,7,5,aston_martin,0.0,0
151,1959,7,6,cooper-maserati,0.0,0
152,1959,7,7,maserati,0.0,0
153,1959,7,8,cooper-borgward,0.0,0
154,1959,7,9,porsche,0.0,0
155,1959,7,10,jbw,0.0,0
156,1959,7,11,vanwall,0.0,0
157,1959,7,12,fry,0.0,0
158,1959,8,1,cooper-climax,38.0,4
159,1959,8,2,ferrari,32.0,2
160,1959,8,3,brm,18.0,1
161,1959,8,4,team_lotus,3.0,0
162,1959,8,5,aston_martin,0.0,0
163,1959,8,6,cooper-maserati,0.0,0
164,1959,8,7,maserati,0.0,0
165,1959,8,8,cooper-borgward,0.0,0
166,1959,8,9,porsche,0.0,0
167,1959,8,10,jbw,0.0,0
168,1959,8,11,vanwall,0.0,0
169,1959,8,12,fry,0.0,0
170,1959,9,1,cooper-climax,40.0,5
171,1959,9,2,ferrari,32.0,2
172,1959,9,3,brm,18.0,1
173,1959,9,4,team_lotus,5.0,0
174,1959,9,5,aston_martin,0.0,0
175,1959,9,6,cooper-maserati,0.0,0
176,1959,9,7,kurtis_kraft,0.0,0
177,1959,9,8,porsche,0.0,0
178,1959,9,9,maserati,0.0,0
179,1959,9,10,cooper-borgward,0.0,0
180,1959,9,11,cooper-osca,0.0,0
181,1959,9,12,tec-mec,0.0,0
182,1959,9,13,connaught,0.0,0
183,1959,9,14,jbw,0.0,0
184,1959,9,15,vanwall,0.0,0
185,1959,9,16,fry,0.0,0
186,1960,1,1,cooper-climax,8.0,1
187,1960,1,2,ferrari,6.0,0
188,1960,1,3,cooper-maserati,3.0,0
189,1960,1,4,team_lotus,1.0,0
190,1960,1,5,brm,0.0,0
191,1960,1,6,behra-porsche,0.0,0
192,1960,1,7,maserati,0.0,0
193,1960,2,1,cooper-climax,14.0,1
194,1960,2,2,ferrari,10.0,0
195,1960,2,3,team_lotus,9.0,1
196,1960,2,4,cooper-maserati,3.0,0
197,1960,2,5,brm,2.0,0
198,1960,2,6,behra-porsche,0.0,0
199,1960,2,7,maserati,0.0,0
200,1960,2,8,jbw,0.0,0
201,1960,2,9,scarab,0.0,0
202,1960,2,10,cooper-castellotti,0.0,0
203,1960,3,1,cooper-climax,14.0,1
204,1960,3,2,ferrari,10.0,0
205,1960,3,3,team_lotus,9.0,1
206,1960,3,4,cooper-maserati,3.0,0
207,1960,3,5,brm,2.0,0
208,1960,3,6,behra-porsche,0.0,0
209,1960,3,7,maserati,0.0,0
210,1960,3,8,jbw,0.0,0
211,1960,3,9,scarab,0.0,0
212,1960,3,10,cooper-castellotti,0.0,0
213,1960,4,1,cooper-climax,22.0,2
214,1960,4,2,team_lotus,15.0,1
215,1960,4,3,ferrari,12.0,0
216,1960,4,4,brm,6.0,0
217,1960,4,5,cooper-maserati,3.0,0
218,1960,4,6,behra-porsche,0.0,0
219,1960,4,7,maserati,0.0,0
220,1960,4,8,aston_martin,0.0,0
221,1960,4,9,jbw,0.0,0
222,1960,4,10,scarab,0.0,0
223,1960,4,11,cooper-castellotti,0.0,0
224,1960,5,1,cooper-climax,30.0,3
225,1960,5,2,team_lotus,17.0,1
226,1960,5,3,ferrari,15.0,0
227,1960,5,4,brm,6.0,0
228,1960,5,5,cooper-maserati,3.0,0
229,1960,5,6,behra-porsche,0.0,0
230,1960,5,7,maserati,0.0,0
231,1960,5,8,scarab,0.0,0
232,1960,5,9,aston_martin,0.0,0
233,1960,5,10,jbw,0.0,0
234,1960,5,11,cooper-castellotti,0.0,0
235,1960,6,1,cooper-climax,38.0,4
236,1960,6,2,team_lotus,19.0,1
237,1960,6,3,ferrari,15.0,0
238,1960,6,4,brm,6.0,0
239,1960,6,5,cooper-maserati,3.0,0
240,1960,6,6,behra-porsche,0.0,0
241,1960,6,7,maserati,0.0,0
242,1960,6,8,scarab,0.0,0
243,1960,6,9,cooper-castellotti,0.0,0
244,1960,6,10,aston_martin,0.0,0
245,1960,6,11,vanwall,0.0,0
246,1960,6,12,jbw,0.0,0
247,1960,7,1,cooper-climax,46.0,5
248,1960,7,2,team_lotus,25.0,1
249,1960,7,3,ferrari,16.0,0
250,1960,7,4,brm,6.0,0
251,1960,7,5,cooper-maserati,3.0,0
252,1960,7,6,aston_martin,0.0,0
253,1960,7,7,behra-porsche,0.0,0
254,1960,7,8,maserati,0.0,0
255,1960,7,9,jbw,0.0,0
256,1960,7,10,cooper-castellotti,0.0,0
257,1960,7,11,scarab,0.0,0
258,1960,7,12,vanwall,0.0,0
259,1960,8,1,cooper-climax,48.0,6
260,1960,8,2,team_lotus,28.0,1
261,1960,8,3,ferrari,19.0,0
262,1960,8,4,brm,6.0,0
263,1960,8,5,cooper-maserati,3.0,0
264,1960,8,6,aston_martin,0.0,0
265,1960,8,7,behra-porsche,0.0,0
266,1960,8,8,maserati,0.0,0
267,1960,8,9,jbw,0.0,0
268,1960,8,10,cooper-castellotti,0.0,0
269,1960,8,11,scarab,0.0,0
270,1960,8,12,vanwall,0.0,0
271,1960,9,1,cooper-climax,48.0,6
272,1960,9,2,team_lotus,28.0,1
273,1960,9,3,ferrari,26.0,1
274,1960,9,4,brm,6.0,0
275,1960,9,5,cooper-maserati,3.0,0
276,1960,9,6,cooper-castellotti,3.0,0
277,1960,9,7,porsche,1.0,0
278,1960,9,8,behra-porsche,0.0,0
279,1960,9,9,aston_martin,0.0,0
280,1960,9,10,maserati,0.0,0
281,1960,9,11,jbw,0.0,0
282,1960,9,12,scarab,0.0,0
283,1960,9,13,vanwall,0.0,0
284,1960,10,1,cooper-climax,48.0,6
285,1960,10,2,team_lotus,34.0,2
286,1960,10,3,ferrari,26.0,1
287,1960,10,4,brm,8.0,0
288,1960,10,5,cooper-maserati,3.0,0
289,1960,10,6,cooper-castellotti,3.0,0
290,1960,10,7,porsche,1.0,0
291,1960,10,8,behra-porsche,0.0,0
292,1960,10,9,scarab,0.0,0
293,1960,10,10,aston_martin,0.0,0
294,1960,10,11,maserati,0.0,0
295,1960,10,12,jbw,0.0,0
296,1960,10,13,vanwall,0.0,0
297,1961,1,1,lotus-climax,9.0,1
298,1961,1,2,ferrari,6.0,0
299,1961,1,3,porsche,2.0,0
300,1961,1,4,cooper-climax,1.0,0
301,1961,1,5,cooper-maserati,0.0,0
302,1961,1,6,brm,0.0,0
303,1961,1,7,emeryson,0.0,0
304,1961,2,1,ferrari,15.0,1
305,1961,2,2,lotus-climax,13.0,1
306,1961,2,3,porsche,2.0,0
307,1961,2,4,cooper-climax,2.0,0
308,1961,2,5,cooper-maserati,0.0,0
309,1961,2,6,brm,0.0,0
310,1961,2,7,emeryson,0.0,0
311,1961,3,1,ferrari,24.0,2
312,1961,3,2,lotus-climax,13.0,1
313,1961,3,3,cooper-climax,4.0,0
314,1961,3,4,porsche,3.0,0
315,1961,3,5,cooper-maserati,0.0,0
316,1961,3,6,brm,0.0,0
317,1961,3,7,emeryson,0.0,0
318,1961,4,1,ferrari,33.0,3
319,1961,4,2,lotus-climax,17.0,1
320,1961,4,3,porsche,9.0,0
321,1961,4,4,cooper-climax,6.0,0
322,1961,4,5,brm,1.0,0
323,1961,4,6,cooper-maserati,0.0,0
324,1961,4,7,emeryson,0.0,0
325,1961,4,8,de_tomaso-osca,0.0,0
326,1961,4,9,jbw,0.0,0
327,1961,5,1,ferrari,42.0,4
328,1961,5,2,lotus-climax,17.0,1
329,1961,5,3,porsche,11.0,0
330,1961,5,4,cooper-climax,9.0,0
331,1961,5,5,brm,1.0,0
332,1961,5,6,cooper-maserati,0.0,0
333,1961,5,7,gilby,0.0,0
334,1961,5,8,emeryson,0.0,0
335,1961,5,9,de_tomaso-osca,0.0,0
336,1961,5,10,jbw,0.0,0
337,1961,6,1,ferrari,42.0,4
338,1961,6,2,lotus-climax,26.0,2
339,1961,6,3,porsche,11.0,0
340,1961,6,4,cooper-climax,10.0,0
341,1961,6,5,brm,1.0,0
342,1961,6,6,cooper-maserati,0.0,0
343,1961,6,7,gilby,0.0,0
344,1961,6,8,emeryson,0.0,0
345,1961,6,9,de_tomaso-osca,0.0,0
346,1961,6,10,mbm,0.0,0
347,1961,6,11,jbw,0.0,0
348,1961,7,1,ferrari,45.0,5
349,1961,7,2,lotus-climax,26.0,2
350,1961,7,3,porsche,17.0,0
351,1961,7,4,cooper-climax,13.0,0
352,1961,7,5,brm,3.0,0
353,1961,7,6,cooper-maserati,0.0,0
354,1961,7,7,gilby,0.0,0
355,1961,7,8,lotus-maserati,0.0,0
356,1961,7,9,de_tomaso-alfa_romeo,0.0,0
357,1961,7,10,emeryson,0.0,0
358,1961,7,11,de_tomaso-osca,0.0,0
359,1961,7,12,jbw,0.0,0
360,1961,7,13,mbm,0.0,0
361,1961,8,1,ferrari,45.0,5
362,1961,8,2,lotus-climax,35.0,3
363,1961,8,3,porsche,22.0,0
364,1961,8,4,cooper-climax,14.0,0
365,1961,8,5,brm,7.0,0
366,1961,8,6,cooper-maserati,0.0,0
367,1961,8,7,gilby,0.0,0
368,1961,8,8,lotus-maserati,0.0,0
369,1961,8,9,de_tomaso-alfa_romeo,0.0,0
370,1961,8,10,emeryson,0.0,0
371,1961,8,11,de_tomaso-osca,0.0,0
372,1961,8,12,jbw,0.0,0
373,1961,8,13,mbm,0.0,0
374,1962,1,1,brm,9.0,1
375,1962,1,2,lotus-climax,6.0,0
376,1962,1,3,ferrari,4.0,0
377,1962,1,4,cooper-climax,2.0,0
378,1962,1,5,porsche,1.0,0
379,1962,1,6,emeryson,0.0,0
380,1962,1,7,lola,0.0,0
381,1962,2,1,cooper-climax,11.0,1
382,1962,2,2,brm,10.0,1
383,1962,2,3,ferrari,10.0,0
384,1962,2,4,lotus-climax,6.0,0
385,1962,2,5,lola,3.0,0
386,1962,2,6,porsche,3.0,0
387,1962,2,7,emeryson,0.0,0
388,1962,2,8,lotus-brm,0.0,0
389,1962,2,9,de_tomaso-alfa_romeo,0.0,0
390,1962,3,1,brm,16.0,1
391,1962,3,2,lotus-climax,15.0,1
392,1962,3,3,ferrari,14.0,0
393,1962,3,4,cooper-climax,11.0,1
394,1962,3,5,lola,5.0,0
395,1962,3,6,porsche,3.0,0
396,1962,3,7,emeryson,0.0,0
397,1962,3,8,lotus-brm,0.0,0
398,1962,3,9,de_tomaso-alfa_romeo,0.0,0
399,1962,4,1,brm,20.0,1
400,1962,4,2,cooper-climax,17.0,1
401,1962,4,3,lotus-climax,15.0,1
402,1962,4,4,ferrari,14.0,0
403,1962,4,5,porsche,12.0,1
404,1962,4,6,lola,7.0,0
405,1962,4,7,cooper,0.0,0
406,1962,4,8,lotus-brm,0.0,0
407,1962,4,9,emeryson,0.0,0
408,1962,4,10,team_lotus,0.0,0
409,1962,4,11,de_tomaso-alfa_romeo,0.0,0
410,1962,5,1,lotus-climax,24.0,2
411,1962,5,2,brm,23.0,1
412,1962,5,3,cooper-climax,21.0,1
413,1962,5,4,ferrari,14.0,0
414,1962,5,5,lola,13.0,0
415,1962,5,6,porsche,12.0,1
416,1962,5,7,emeryson,0.0,0
417,1962,5,8,cooper,0.0,0
418,1962,5,9,lotus-brm,0.0,0
419,1962,5,10,team_lotus,0.0,0
420,1962,5,11,de_tomaso-alfa_romeo,0.0,0
421,1962,5,12,gilby,0.0,0
422,1962,6,1,brm,31.0,2
423,1962,6,2,lotus-climax,27.0,2
424,1962,6,3,cooper-climax,23.0,1
425,1962,6,4,lola,19.0,0
426,1962,6,5,porsche,16.0,1
427,1962,6,6,ferrari,15.0,0
428,1962,6,7,emeryson,0.0,0
429,1962,6,8,enb,0.0,0
430,1962,6,9,cooper,0.0,0
431,1962,6,10,lotus-brm,0.0,0
432,1962,6,11,team_lotus,0.0,0
433,1962,6,12,brabham,0.0,0
434,1962,6,13,gilby,0.0,0
435,1962,6,14,de_tomaso-alfa_romeo,0.0,0
436,1962,7,1,brm,37.0,3
437,1962,7,2,lotus-climax,27.0,2
438,1962,7,3,cooper-climax,25.0,1
439,1962,7,4,lola,19.0,0
440,1962,7,5,ferrari,18.0,0
441,1962,7,6,porsche,17.0,1
442,1962,7,7,emeryson,0.0,0
443,1962,7,8,lotus-brm,0.0,0
444,1962,7,9,enb,0.0,0
445,1962,7,10,cooper,0.0,0
446,1962,7,11,team_lotus,0.0,0
447,1962,7,12,brabham,0.0,0
448,1962,7,13,gilby,0.0,0
449,1962,7,14,de_tomaso-alfa_romeo,0.0,0
450,1962,7,15,de_tomaso-osca,0.0,0
451,1962,7,16,tomaso,0.0,0
452,1962,7,17,lotus-borgward,0.0,0
453,1962,8,1,brm,39.0,3
454,1962,8,2,lotus-climax,36.0,3
455,1962,8,3,cooper-climax,27.0,1
456,1962,8,4,lola,19.0,0
457,1962,8,5,porsche,18.0,1
458,1962,8,6,ferrari,18.0,0
459,1962,8,7,brabham,3.0,0
460,1962,8,8,lotus-brm,1.0,0
461,1962,8,9,emeryson,0.0,0
462,1962,8,10,enb,0.0,0
463,1962,8,11,cooper,0.0,0
464,1962,8,12,team_lotus,0.0,0
465,1962,8,13,gilby,0.0,0
466,1962,8,14,de_tomaso-alfa_romeo,0.0,0
467,1962,8,15,de_tomaso-osca,0.0,0
468,1962,8,16,tomaso,0.0,0
469,1962,8,17,lotus-borgward,0.0,0
470,1962,9,1,brm,42.0,4
471,1962,9,2,lotus-climax,36.0,3
472,1962,9,3,cooper-climax,29.0,1
473,1962,9,4,lola,19.0,0
474,1962,9,5,porsche,18.0,1
475,1962,9,6,ferrari,18.0,0
476,1962,9,7,brabham,6.0,0
477,1962,9,8,lotus-brm,1.0,0
478,1962,9,9,emeryson,0.0,0
479,1962,9,10,enb,0.0,0
480,1962,9,11,cooper,0.0,0
481,1962,9,12,lds,0.0,0
482,1962,9,13,cooper-alfa_romeo,0.0,0
483,1962,9,14,team_lotus,0.0,0
484,1962,9,15,gilby,0.0,0
485,1962,9,16,de_tomaso-alfa_romeo,0.0,0
486,1962,9,17,de_tomaso-osca,0.0,0
487,1962,9,18,tomaso,0.0,0
488,1962,9,19,lotus-borgward,0.0,0
489,1963,1,1,brm,9.0,1
490,1963,1,2,cooper-climax,4.0,0
491,1963,1,3,ferrari,3.0,0
492,1963,1,4,lotus-climax,1.0,0
493,1963,1,5,lotus-brm,0.0,0
494,1963,1,6,lola,0.0,0
495,1963,1,7,brabham,0.0,0
496,1963,1,8,ats,0.0,0
497,1963,1,9,scirocco,0.0,0
498,1963,1,10,tomaso,0.0,0
499,1963,1,11,porsche,0.0,0
500,1963,2,1,brm,12.0,1
501,1963,2,2,lotus-climax,10.0,1
502,1963,2,3,cooper-climax,10.0,0
503,1963,2,4,brabham,4.0,0
504,1963,2,5,ferrari,3.0,0
505,1963,2,6,porsche,1.0,0
506,1963,2,7,scirocco,0.0,0
507,1963,2,8,lotus-brm,0.0,0
508,1963,2,9,lola,0.0,0
509,1963,2,10,ats,0.0,0
510,1963,2,11,brp,0.0,0
511,1963,2,12,tomaso,0.0,0
512,1963,3,1,lotus-climax,19.0,2
513,1963,3,2,brm,14.0,1
514,1963,3,3,cooper-climax,10.0,0
515,1963,3,4,brabham,10.0,0
516,1963,3,5,ferrari,7.0,0
517,1963,3,6,brp,3.0,0
518,1963,3,7,porsche,1.0,0
519,1963,3,8,lotus-brm,0.0,0
520,1963,3,9,scirocco,0.0,0
521,1963,3,10,lola,0.0,0
522,1963,3,11,ats,0.0,0
523,1963,3,12,tomaso,0.0,0
524,1963,4,1,lotus-climax,28.0,3
525,1963,4,2,cooper-climax,16.0,0
526,1963,4,3,brm,14.0,1
527,1963,4,4,brabham,13.0,0
528,1963,4,5,ferrari,7.0,0
529,1963,4,6,brp,3.0,0
530,1963,4,7,lotus-brm,1.0,0
531,1963,4,8,porsche,1.0,0
532,1963,4,9,lola,0.0,0
533,1963,4,10,scirocco,0.0,0
534,1963,4,11,ats,0.0,0
535,1963,4,12,tomaso,0.0,0
536,1963,5,1,lotus-climax,37.0,4
537,1963,5,2,brm,18.0,1
538,1963,5,3,cooper-climax,16.0,0
539,1963,5,4,brabham,13.0,0
540,1963,5,5,ferrari,13.0,0
541,1963,5,6,brp,3.0,0
542,1963,5,7,lotus-brm,2.0,0
543,1963,5,8,porsche,1.0,0
544,1963,5,9,lola,0.0,0
545,1963,5,10,scirocco,0.0,0
546,1963,5,11,ats,0.0,0
547,1963,5,12,gilby,0.0,0
548,1963,5,13,tomaso,0.0,0
549,1963,6,1,lotus-climax,43.0,4
550,1963,6,2,brm,22.0,1
551,1963,6,3,ferrari,22.0,1
552,1963,6,4,cooper-climax,17.0,0
553,1963,6,5,brabham,13.0,0
554,1963,6,6,porsche,4.0,0
555,1963,6,7,lotus-brm,4.0,0
556,1963,6,8,brp,3.0,0
557,1963,6,9,lola,0.0,0
558,1963,6,10,scirocco,0.0,0
559,1963,6,11,ats,0.0,0
560,1963,6,12,gilby,0.0,0
561,1963,6,13,tomaso,0.0,0
562,1963,6,14,lotus-borgward,0.0,0
563,1963,7,1,lotus-climax,51.0,5
564,1963,7,2,brm,28.0,1
565,1963,7,3,ferrari,22.0,1
566,1963,7,4,cooper-climax,21.0,0
567,1963,7,5,brabham,15.0,0
568,1963,7,6,brp,6.0,0
569,1963,7,7,porsche,4.0,0
570,1963,7,8,lotus-brm,4.0,0
571,1963,7,9,lola,0.0,0
572,1963,7,10,scirocco,0.0,0
573,1963,7,11,ats,0.0,0
574,1963,7,12,gilby,0.0,0
575,1963,7,13,tomaso,0.0,0
576,1963,7,14,cooper-maserati,0.0,0
577,1963,7,15,lotus-borgward,0.0,0
578,1963,7,16,de_tomaso-ferrari,0.0,0
579,1963,7,17,lotus-maserati,0.0,0
580,1963,8,1,lotus-climax,51.0,5
581,1963,8,2,brm,35.0,2
582,1963,8,3,ferrari,24.0,1
583,1963,8,4,cooper-climax,21.0,0
584,1963,8,5,brabham,18.0,0
585,1963,8,6,brp,6.0,0
586,1963,8,7,porsche,5.0,0
587,1963,8,8,lotus-brm,4.0,0
588,1963,8,9,lola,0.0,0
589,1963,8,10,stebro,0.0,0
590,1963,8,11,scirocco,0.0,0
591,1963,8,12,ats,0.0,0
592,1963,8,13,gilby,0.0,0
593,1963,8,14,tomaso,0.0,0
594,1963,8,15,cooper-maserati,0.0,0
595,1963,8,16,lotus-borgward,0.0,0
596,1963,8,17,de_tomaso-ferrari,0.0,0
597,1963,8,18,lotus-maserati,0.0,0
598,1963,9,1,lotus-climax,54.0,6
599,1963,9,2,brm,36.0,2
600,1963,9,3,ferrari,24.0,1
601,1963,9,4,brabham,24.0,0
602,1963,9,5,cooper-climax,23.0,0
603,1963,9,6,brp,6.0,0
604,1963,9,7,porsche,5.0,0
605,1963,9,8,lotus-brm,4.0,0
606,1963,9,9,lola,0.0,0
607,1963,9,10,stebro,0.0,0
608,1963,9,11,scirocco,0.0,0
609,1963,9,12,ats,0.0,0
610,1963,9,13,gilby,0.0,0
611,1963,9,14,tomaso,0.0,0
612,1963,9,15,team_lotus,0.0,0
613,1963,9,16,cooper-maserati,0.0,0
614,1963,9,17,lotus-borgward,0.0,0
615,1963,9,18,de_tomaso-ferrari,0.0,0
616,1963,9,19,lotus-maserati,0.0,0
617,1963,10,1,lotus-climax,54.0,7
618,1963,10,2,brm,36.0,2
619,1963,10,3,brabham,28.0,0
620,1963,10,4,ferrari,26.0,1
621,1963,10,5,cooper-climax,25.0,0
622,1963,10,6,brp,6.0,0
623,1963,10,7,porsche,5.0,0
624,1963,10,8,lotus-brm,4.0,0
625,1963,10,9,lola,0.0,0
626,1963,10,10,stebro,0.0,0
627,1963,10,11,scirocco,0.0,0
628,1963,10,12,ats,0.0,0
629,1963,10,13,lds,0.0,0
630,1963,10,14,cooper-maserati,0.0,0
631,1963,10,15,lotus-ford,0.0,0
632,1963,10,16,alfa,0.0,0
633,1963,10,17,gilby,0.0,0
634,1963,10,18,tomaso,0.0,0
635,1963,10,19,team_lotus,0.0,0
636,1963,10,20,lotus-borgward,0.0,0
637,1963,10,21,de_tomaso-ferrari,0.0,0
638,1963,10,22,lotus-maserati,0.0,0
639,1964,1,1,brm,9.0,1
640,1964,1,2,lotus-climax,4.0,0
641,1964,1,3,cooper-climax,2.0,0
642,1964,1,4,lotus-brm,1.0,0
643,1964,1,5,brabham-climax,0.0,0
644,1964,1,6,ferrari,0.0,0
645,1964,1,7,brp,0.0,0
646,1964,1,8,scirocco,0.0,0
647,1964,2,1,lotus-climax,13.0,1
648,1964,2,2,brm,12.0,1
649,1964,2,3,ferrari,6.0,0
650,1964,2,4,lotus-brm,3.0,0
651,1964,2,5,cooper-climax,2.0,0
652,1964,2,6,brabham-climax,1.0,0
653,1964,2,7,brabham-brm,0.0,0
654,1964,2,8,brp,0.0,0
655,1964,2,9,porsche,0.0,0
656,1964,2,10,scirocco,0.0,0
657,1964,3,1,lotus-climax,22.0,2
658,1964,3,2,brm,15.0,1
659,1964,3,3,cooper-climax,8.0,0
660,1964,3,4,ferrari,6.0,0
661,1964,3,5,brabham-climax,5.0,0
662,1964,3,6,lotus-brm,3.0,0
663,1964,3,7,brp,0.0,0
664,1964,3,8,brabham-brm,0.0,0
665,1964,3,9,scirocco,0.0,0
666,1964,3,10,porsche,0.0,0
667,1964,4,1,lotus-climax,25.0,2
668,1964,4,2,brm,21.0,1
669,1964,4,3,brabham-climax,14.0,1
670,1964,4,4,cooper-climax,9.0,0
671,1964,4,5,ferrari,6.0,0
672,1964,4,6,lotus-brm,3.0,0
673,1964,4,7,brp,0.0,0
674,1964,4,8,brabham-brm,0.0,0
675,1964,4,9,scirocco,0.0,0
676,1964,4,10,porsche,0.0,0
677,1964,5,1,lotus-climax,34.0,3
678,1964,5,2,brm,27.0,1
679,1964,5,3,brabham-climax,17.0,1
680,1964,5,4,ferrari,10.0,0
681,1964,5,5,cooper-climax,10.0,0
682,1964,5,6,lotus-brm,3.0,0
683,1964,5,7,brp,0.0,0
684,1964,5,8,brabham-brm,0.0,0
685,1964,5,9,scirocco,0.0,0
